Unnamed: 0,Name,Address,GM Name,Country,City,LinkedIn URL
506,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",No data available for the General Manager of Veranda High Resort Chiang Mai - MGallery.,Thailand,Chiang Mai 50230,https://mv.linkedin.com/in/christoph-leonhard-6944a6131
507,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
508,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
509,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
510,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",No data available.,Thailand,Trat 23170,
511,Garrya Tongsai Bay Samui,"84, Tambon Bo Put, Amphoe Ko Samui, Surat Thani 84320, Thailand",Manuel,Thailand,Surat Thani 84320,https://th.linkedin.com/in/manuel-fafian-64470346
512,ibis Samui Bophut,"Bophut Beach, Ko Samui District, Surat Thani 84320, Thailand",No information is available about the General Manager of ibis Samui Bophut in the provided sources.,Thailand,Surat Thani 84320,https://th.linkedin.com/in/somrudee-angsurat-4102046a
513,Mercure Samui Chaweng Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand",Peter Samui,Thailand,Surat Thani 84320,https://th.linkedin.com/in/peter-koh-samui-22ab2442
514,Banyan Tree Samui,"99, 9, Maret, Surat Thani 84310, Thailand",Remko Kroesen,Thailand,Surat Thani 84310,https://th.linkedin.com/in/remko-kroesen-3abba86
515,Pullman Khao Lak Resort,"46 109 Moo 2 Soi 46 Laem Son Bangmuang, Phang Nga, 82190, Thailand",Jean-Louis Ripoche.,Thailand,82190,https://www.linkedin.com/in/jean-louis-ripoche-7375a85
516,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand",Lance Crampton,Thailand,Phang Nga 82190,https://th.linkedin.com/in/lance-crampton-a4864017
517,Banyan Tree Krabi,"279 Tambon Nongtalay Amphoe Muang Krabi 81180, Thailand","No specific name is provided in the sources for the General Manager of Banyan Tree Krabi. 

- **Blank**",Thailand,279 Tambon Nongtalay Amphoe Muang Krabi 81180,https://th.linkedin.com/in/haruethai-maneerat-92616555
518,Sofitel Krabi Phokeethra Golf & Spa Resort,"200 Moo 3 T.Nongtalay, Krabi, 81180, Thailand",Siripun Petchai,Thailand,81180,https://th.linkedin.com/in/siripun-chailai-ponamas-40190419a
519,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand","No specific name is provided in the search results for the General Manager of ibis Styles Krabi Ao Nang. 

- **Blank**",Thailand,81180,https://th.linkedin.com/in/%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%B8%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C-%E0%B8%AA%E0%B8%B5%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%97%E0%B8%97%E0%B8%B4%E0%B8%99%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C-532315148
520,Pullman Phuket Arcadia Naithon Beach,"22, Naithon Beach, 2, Tambon Sa Khu, Amphur, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
521,Banyan Tree Phuket,"33 Cherngtalay 33/27 ถนน Thalang District, Phuket 83110, Thailand",Eddy See,Thailand,Phuket 83110,https://sg.linkedin.com/in/eddy-see-a41925128
522,Mövenpick Phuket Bangtao,"35 Cherngtalay, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Michael Wenk,Thailand,Phuket 83110,https://www.linkedin.com/in/michaelscottwenkga
523,Homm Suites Laguna,"หมู่ที่ 4 61 ถนน ศรีสุนทร Choeng Thale, Thalang District, Phuket 83110, Thailand","No information is provided about the general manager of Homewood Suites by Hilton Aliso Viejo - Laguna Beach in the search results. Therefore, the response is: **Blank**.",Thailand,Phuket 83110,https://www.linkedin.com/in/martha-marquez-87883234
524,Cassia Phuket,"64, Srisoonthorn Road, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
525,Novotel Phuket Kamala Beach,"118, 16, Kamala, Kathu District, Phuket 83150, Thailand",Pataraseth Pokinbenjarasamee,Thailand,Phuket 83150,https://th.linkedin.com/in/pataraseth-yu-pokinbenjarasamee-849aa722
526,Andaman Beach Hotel Phuket - Handwritten Collection,"17/1-3 Soi Prabaramee 4, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",Brett Wilson,Thailand,Phuket 83150,https://www.linkedin.com/in/bjwilson
527,Novotel Phuket Resort,"282 Phrabaramee Rd, Tambon Patong, Kathu District, Phuket 83150, Thailand",Massimo Bernardi,Thailand,Phuket 83150,https://th.linkedin.com/in/massimo-bernardi-47516a9
528,Mövenpick Myth Hotel Patong Phuket,"27/9 200 Rat Uthit Song Roi Pi Rd, Kathu District, Phuket 83150, Thailand",Alberto J. Lugo-Vina,Thailand,Phuket 83150,https://vn.linkedin.com/in/alberto-j-lugo-vina-mba-65898721
529,ibis Phuket Patong,"10 Chalermphrakiat Road, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",No data available for the General Manager of ibis Phuket Patong.,Thailand,Phuket 83150,https://th.linkedin.com/in/apinya-phormmunee-923282176
530,Novotel Phuket Vintage Park Resort,"89 Rat U Thit 200 Pee Rd, Pa Tong, Phuket 83150, Thailand","Novotel Phuket Vintage Park Resort General Manager: **General Manager - Novotel Phuket Vintage Park Resort** is not specified in the provided sources. However, the role of General Manager is described in detail, but the name is not given. 

**Blank**",Thailand,Phuket 83150,
531,Grand Mercure Phuket Patong,"1 Soi Rat Uthit 200 Pi 2, Pa Tong, Kathu District, Phuket 83150, Thailand",No information is available on the current General Manager of Grand Mercure Phuket Patong.,Thailand,Phuket 83150,https://th.linkedin.com/in/sebastien-tronchet-0042249
532,Homm Bliss Southbeach Patong,"40 Thawewong Rd, Pa Tong, Kathu District, Phuket 83150, Thailand",No data available for the General Manager of Homm Bliss Southbeach Patong.,Thailand,Phuket 83150,https://th.linkedin.com/in/malida-iamchamnan-19aa6711b
533,Avista Hideaway Phuket Patong - MGallery,"39, 9 Muen-Ngern Rd, Tambon Patong, Amphur Kathu, Phuket 83150, Thailand",Manish Pratap,Thailand,Phuket 83150,https://th.linkedin.com/in/manishpratap
534,V Villas Phuket - MGallery,"Vichit, Moo 8 Ao, Soi Ruam Jai Ao Yon, Mueang Phuket District, Phuket 83000, Thailand",No data available for V Villas Phuket - MGallery General Manager.,Thailand,Phuket 83000,https://www.linkedin.com/in/mike-smith-gm
535,Pullman Phuket Panwa Beach Resort,"44, 5 Sakdidesh Road, Wichit, Amphoe Mueang Phuket, Phuket 83000, Thailand",,Thailand,Phuket 83000,
536,Pullman Phuket Karon Beach Resort,"333 Patak Rd, Tambon Karon, Muang, Phuket 83100, Thailand",Ajay Sampige,Thailand,Phuket 83100,
537,Avista Grande Phuket Karon - MGallery,"38, Luang Phor Chuan Rd, Tambon Karon, Amphur Muang, Phuket 83100, Thailand",Arun Vishnu,Thailand,Phuket 83100,https://th.linkedin.com/in/arun-vishnu-60959a6a
538,Novotel Phuket Kata Avista Resort & Spa,"4, 1 Soi Lam Sai, Karon, Mueang Phuket District, Phuket 83100, Thailand",Massimo Bernardi.,Thailand,Phuket 83100,https://th.linkedin.com/in/massimo-bernardi-47516a9
539,ibis Phuket Kata,"88, 8 Kata Rd, Amphur, Mueang Phuket District, Chang Wat Phuket 83100, Thailand",No data available.,Thailand,Chang Wat Phuket 83100,
540,Cassia Rama 9 Bangkok,"395, 397 Rama IX Rd, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand",,Thailand,Bangkok 10310,
541,Mercure Chiang Mai,"183 Changpuak Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Sirisook Moore,Thailand,Chiang Mai 50200,
542,Homm Chura Samui,"99/9 หมู่ที่ 2 3 ตำบล บ่อผุด Ko Samui District, Surat Thani 84320, Thailand",,Thailand,Surat Thani 84320,
543,Angsana Laguna Phuket,"274W+8CH, 10 Moo 4, Srisoonthorn road Cherngtalay, Choeng Thale, Thalang District, Phuket 83110, Thailand",No data available.,Thailand,Phuket 83110,
544,Novotel Phuket City Phokeethra,"40, 5 Chanajaroen Road, Tambon Talat Yai, Amphur Muang, Phuket 83000, Thailand","Igor Chinellato is the General Manager of Novotel Phuket Vintage Park, not Novotel Phuket City Phokeethra. Therefore, the response is blank.",Thailand,Phuket 83000,
545,ibis Styles Phuket City,"23 Thavornwogwong Road, Talat Yai, Mueang Phuket District, Phuket 83000, Thailand",No data available for the General Manager of ibis Styles Phuket City.,Thailand,Phuket 83000,
546,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No information is provided about the General Manager of Mövenpick Resort Khao Yai in the given sources.,Thailand,Nakhon Ratchasima 30130,
547,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Stanley Chan,Thailand,Khon Kaen 40000,
548,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",No data available.,Thailand,Pathum Thani 12130,
549,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",No specific name is provided in the search results for the General Manager of ibis Bangkok IMPACT.,Thailand,11120,
550,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",Abhishek Sahai,Thailand,Nonthaburi 11120,
551,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",No information is available about the general manager of ibis Styles Bangkok Ratchada in the provided sources.,Thailand,Bangkok 10310,
552,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",No data available.,Thailand,Bangkok 10320,
553,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",Luc Bollen,Thailand,Bangkok 10400,
554,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",No data available.,Thailand,Bangkok 10400,
555,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10310,
556,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",,Thailand,Bangkok 10400,
557,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",No data available.,Thailand,Bangkok 10330,
558,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,
559,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,
560,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,
561,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",No information is available regarding the General Manager of the Grand Mercure Bangkok Asoke Residence.,Thailand,Bangkok 10110,
562,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",No information is provided about the current General Manager of Novotel Bangkok Ploenchit Sukhumvit in the search results.,Thailand,Bangkok 10330,
563,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10330,
564,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Nikolay Stoyanov.,Thailand,Bangkok 10330,
565,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand",Nicolas Peth,Thailand,Bangkok 10330,
566,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Pana,Thailand,Bangkok 10110,
567,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Chef Nat ra,Thailand,Bangkok 10110,
568,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,
569,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
570,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Sammy Carolus,Thailand,Bangkok 10110,
571,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Vinod Singh Negi,Thailand,Bangkok 10110,
572,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,
573,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,
574,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,
575,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov.,Thailand,Bangkok 10110,
576,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
577,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",No data available.,Thailand,Samut Prakan 10540,
578,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Blair Fowler,Thailand,Bangkok 10500,
579,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Vinod Singh Negi,Thailand,Bangkok 10500,
580,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Benjamin Lehmann,Thailand,Bangkok 10500,
581,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",No response available.,Thailand,Bangkok 10120,
582,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand.,Thailand,Bangkok 10500,
583,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Vinod Singh Negi.,Thailand,Bangkok 10120,
584,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
585,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,
586,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",No data available for the General Manager of ibis Styles Bangkok Sukhumvit 50.,Thailand,Bangkok 10260,
587,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",No information is available about the General Manager of Novotel Bangkok Bangna in the provided sources.,Thailand,Bangkok 10250,
588,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
589,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",No information available.,Thailand,Chon Buri 20110,
590,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Othmane Amrani,Thailand,Chon Buri 20150,
591,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand","No information is provided about the General Manager of ibis Pattaya in the search results. 

- **Blank**",Thailand,Chang Wat Chon Buri 20150,
592,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
593,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,
594,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Dmitry Chernyshev,Thailand,Chon Buri 20250,
595,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No data available.,Thailand,Chang Wat Phetchaburi 76120,
596,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
597,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",,Thailand,Rayong 21190,
598,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",,Thailand,Chang Wat Rayong 21190,
599,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand","No specific information is available about the general manager of Mövenpick Asara Hua Hin Resort & Spa in the provided sources. 

- **Blank**",Thailand,Prachuap Khiri Khan 77110,
600,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",No data available.,Thailand,Prachuap Khiri Khan 77110,
601,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand","No information is available about the General Manager of ibis Hua Hin in the provided sources. 

- **Blank**",Thailand,Chang Wat Prachuap Khiri Khan 77110,
602,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",,Thailand,Chiang Mai 50230,
603,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,
604,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
605,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,
606,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",No data available.,Thailand,Trat 23170,
607,Garrya Tongsai Bay Samui,"84, Tambon Bo Put, Amphoe Ko Samui, Surat Thani 84320, Thailand",Manuel,Thailand,Surat Thani 84320,
608,ibis Samui Bophut,"Bophut Beach, Ko Samui District, Surat Thani 84320, Thailand",No data available.,Thailand,Surat Thani 84320,
609,Mercure Samui Chaweng Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand",Adams Nitah,Thailand,Surat Thani 84320,
610,Banyan Tree Samui,"99, 9, Maret, Surat Thani 84310, Thailand",Remko Kroesen,Thailand,Surat Thani 84310,
611,Pullman Khao Lak Resort,"46 109 Moo 2 Soi 46 Laem Son Bangmuang, Phang Nga, 82190, Thailand",Jean-Louis Ripoche,Thailand,82190,
612,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand",Lance Crampton,Thailand,Phang Nga 82190,
613,Banyan Tree Krabi,"279 Tambon Nongtalay Amphoe Muang Krabi 81180, Thailand",Manabu Kusu,Thailand,279 Tambon Nongtalay Amphoe Muang Krabi 81180,
614,Sofitel Krabi Phokeethra Golf & Spa Resort,"200 Moo 3 T.Nongtalay, Krabi, 81180, Thailand",Siripun Petchai,Thailand,81180,
615,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand","No specific information about the General Manager's name is provided in the search results. 

- **Blank**",Thailand,81180,
616,Pullman Phuket Arcadia Naithon Beach,"22, Naithon Beach, 2, Tambon Sa Khu, Amphur, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,
617,Banyan Tree Phuket,"33 Cherngtalay 33/27 ถนน Thalang District, Phuket 83110, Thailand",No data available.,Thailand,Phuket 83110,
618,Mövenpick Phuket Bangtao,"35 Cherngtalay, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Michael Wenk,Thailand,Phuket 83110,
619,Homm Suites Laguna,"หมู่ที่ 4 61 ถนน ศรีสุนทร Choeng Thale, Thalang District, Phuket 83110, Thailand",No information is provided about the general manager of Homewood Suites by Hilton Aliso Viejo - Laguna Beach in the search results.,Thailand,Phuket 83110,
620,Cassia Phuket,"64, Srisoonthorn Road, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,
621,Novotel Phuket Kamala Beach,"118, 16, Kamala, Kathu District, Phuket 83150, Thailand",Pataraseth Pokinbenjarasamee,Thailand,Phuket 83150,
622,Andaman Beach Hotel Phuket - Handwritten Collection,"17/1-3 Soi Prabaramee 4, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",Yap Jtwen,Thailand,Phuket 83150,
623,Novotel Phuket Resort,"282 Phrabaramee Rd, Tambon Patong, Kathu District, Phuket 83150, Thailand",Massimo Bernardi,Thailand,Phuket 83150,
624,Mövenpick Myth Hotel Patong Phuket,"27/9 200 Rat Uthit Song Roi Pi Rd, Kathu District, Phuket 83150, Thailand",Alberto J. Lugo-Vina,Thailand,Phuket 83150,
625,ibis Phuket Patong,"10 Chalermphrakiat Road, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",No data available.,Thailand,Phuket 83150,
626,Novotel Phuket Vintage Park Resort,"89 Rat U Thit 200 Pee Rd, Pa Tong, Phuket 83150, Thailand",Yanis,Thailand,Phuket 83150,
627,Grand Mercure Phuket Patong,"1 Soi Rat Uthit 200 Pi 2, Pa Tong, Kathu District, Phuket 83150, Thailand",No information is available on the current General Manager of Grand Mercure Phuket Patong.,Thailand,Phuket 83150,
628,Homm Bliss Southbeach Patong,"40 Thawewong Rd, Pa Tong, Kathu District, Phuket 83150, Thailand",No data available for the General Manager of Homm Bliss Southbeach Patong.,Thailand,Phuket 83150,
629,Avista Hideaway Phuket Patong - MGallery,"39, 9 Muen-Ngern Rd, Tambon Patong, Amphur Kathu, Phuket 83150, Thailand",Manish Pratap,Thailand,Phuket 83150,
630,V Villas Phuket - MGallery,"Vichit, Moo 8 Ao, Soi Ruam Jai Ao Yon, Mueang Phuket District, Phuket 83000, Thailand",No data available.,Thailand,Phuket 83000,
631,Pullman Phuket Panwa Beach Resort,"44, 5 Sakdidesh Road, Wichit, Amphoe Mueang Phuket, Phuket 83000, Thailand",General Manager at Pullman Phuket Panwa Beach Resort: General Manager at Pullman Phuket Panwa Beach Resort: **No updated data available**.,Thailand,Phuket 83000,
632,Pullman Phuket Karon Beach Resort,"333 Patak Rd, Tambon Karon, Muang, Phuket 83100, Thailand",Ajay Sampige,Thailand,Phuket 83100,
633,Avista Grande Phuket Karon - MGallery,"38, Luang Phor Chuan Rd, Tambon Karon, Amphur Muang, Phuket 83100, Thailand",Arun Vishnu,Thailand,Phuket 83100,
634,Novotel Phuket Kata Avista Resort & Spa,"4, 1 Soi Lam Sai, Karon, Mueang Phuket District, Phuket 83100, Thailand",Massimo Bernardi,Thailand,Phuket 83100,
635,ibis Phuket Kata,"88, 8 Kata Rd, Amphur, Mueang Phuket District, Chang Wat Phuket 83100, Thailand",Mesut Bey,Thailand,Chang Wat Phuket 83100,
636,Cassia Rama 9 Bangkok,"395, 397 Rama IX Rd, Bang Kapi, Huai Khwang, Bangkok 10310, Thailand",No data available.,Thailand,Bangkok 10310,
637,Mercure Chiang Mai,"183 Changpuak Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Sirisook Moore,Thailand,Chiang Mai 50200,
638,Homm Chura Samui,"99/9 หมู่ที่ 2 3 ตำบล บ่อผุด Ko Samui District, Surat Thani 84320, Thailand",No data available.,Thailand,Surat Thani 84320,
639,Angsana Laguna Phuket,"274W+8CH, 10 Moo 4, Srisoonthorn road Cherngtalay, Choeng Thale, Thalang District, Phuket 83110, Thailand",,Thailand,Phuket 83110,
640,Novotel Phuket City Phokeethra,"40, 5 Chanajaroen Road, Tambon Talat Yai, Amphur Muang, Phuket 83000, Thailand",,Thailand,Phuket 83000,
641,ibis Styles Phuket City,"23 Thavornwogwong Road, Talat Yai, Mueang Phuket District, Phuket 83000, Thailand",No information available.,Thailand,Phuket 83000,
