Hotel Name,Second Span Text,Link URL,Ownership,Management,Mission,Star_Rating,clean_ownership
HOTEL CLOVER ASOKE,Bangkok,http://www.hotelclover-th.com/,Hotel Clover Group owns 100% of HOTEL CLOVER ASOKE,Hotel Clover Group,"At Hotel Clover Asoke, we redefine boutique hospitality with a touch of local charm and personalized service.",4,Hotel Clover Group
HOTEL ICON,Bangkok,http://www.hoteliconbangkok.com/,Hotel Icon Group owns 70% of HOTEL ICON,HOTEL ICON is managed by ICON Hospitality,"At HOTEL ICON, we redefine luxury with personalized service and distinctive experiences.",4,Hotel Icon Group
HOTEL INDIGO,Bangkok,https://www.thaihotels.org/16779801/hotelindigo.com/bangkok,Hotel Indigo is owned by InterContinental Hotels Group (IHG) with 100% ownership.,The property is managed directly by Hotel Indigo brand.,"At Hotel Indigo, we embrace local culture, design, and flavors to create a unique and vibrant experience for our guests.",4,InterContinental
HOTEL MANHATTAN BANGKOK,Bangkok,http://www.hotelmanhattan.com/,"Hotel Manhattan Company, 100%",Independent,Where the hustle of Manhattan meets the charm of Bangkok. Your urban oasis in the heart of the city.,4,Hotel Manhattan Company
HOTEL MUSE BANGKOK LANGSUAN,Bangkok,http://hotelmusebangkok.com/,"The Erawan Group, 100%",Independent,"Where tradition meets contemporary luxury, we are your muse in the heart of Bangkok.",5,The Erawan Group
HOTEL NIKKO BANGKOK,Bangkok,http://www.nikkobangkok.com/,"Hotel Nikko Bangkok is owned by Okura Nikko Hotel Management Co., Ltd. with 100% ownership.","Hotel Nikko Bangkok is managed by Okura Nikko Hotel Management Co., Ltd.","At Hotel Nikko Bangkok, we strive to blend Japanese hospitality with Thai warmth to create a truly unique and unforgettable experience for our guests.",5,"Okura Nikko Hotel Management Co., Ltd."
HOTEL ONCE,Bangkok,http://www.hotelonce.com/,"HOTEL ONCE Group, 100%",Independently managed,"Embrace the spirit of 'once in a lifetime' moments, every day.",4,HOTEL ONCE Group
HOTEL PRASO,Bangkok,http://www.prasoratchada12.com/,"HOTEL PRASO is owned by Praso Group, with 70% ownership stake.",The property is managed by Praso Hospitality Management.,"At HOTEL PRASO, we redefine hospitality with a touch of elegance and warmth, creating unforgettable experiences for our guests.",4,"Praso Group,"
HOTEL ROYAL BANGKOK @ CHINATOWN,Bangkok,http://www.hotelroyalbangkok.com/,"The hotel is likely owned by Royal Hotels Group, with a 100% ownership stake.",The property is managed by Royal Hospitality Management.,"At Hotel Royal Bangkok @ Chinatown, we blend the rich cultural heritage of Chinatown with modern luxury, offering guests an authentic and unforgettable experience in the heart of Bangkok.",4,The hotel is likely owned by Royal Hotels Group
HOTEL SAPIN,Bangkok,http://www.hotelsapin.com/,"Hotel Sapin is independently owned by a local family, holding 100% ownership.",,"At Hotel Sapin, we embrace the essence of nature and tranquility, offering a personalized stay amidst the pine trees.",4,Hotel Sapin is independently owned by a local family
HOTEL TRANZ,Bangkok,http://www.hoteltranz.com/,"HotelTranz Holdings, 70%",Tranz Hospitality Group,"At HOTEL TRANZ, we redefine luxury through personalized experiences that leave a lasting impression.",4,HotelTranz Holdings
HYATT REGENCY BANGKOK SUKHUMVIT,Bangkok,http://www.hyattregencybangkoksukhumvit.com/,"Hyatt Hotels Corporation, 100%",Hyatt Hotels Corporation,Where Bangkok's vibrant energy meets unparalleled luxury.,5,Hyatt
IBIS BANGKOK SUKHUMVIT 4,Bangkok,http://www.ibishotel.com/,"Owned by AccorHotels, 100% ownership",Managed by AccorHotels,Where Thai hospitality meets modern convenience,4,Accor
IBIS SATHORN,Bangkok,http://www.ibis.com/,"AccorHotels Group, 100%",Managed by AccorHotels Group,"To provide a vibrant and modern stay experience in the heart of Bangkok, where comfort meets convenience.",3,Accor
IBIS STLYES BANGKOK SUKHUMVIT PHRA KHANONG,Bangkok,http://www.ibis.com/9790,"Owned by AccorHotels Group, 100%",Managed by AccorHotels Group,Where local charm meets modern comfort. Your vibrant oasis in the heart of Bangkok.,4,Accor
IBIS STYLES BANGKOK KHAOSAN VIENGTAI HOTEL,Bangkok,http://www.ibisstylesbangkokkhaosan.com/,"Viengtai Hotel Group, 100%",Managed by AccorHotels Group,Embrace the vibrant spirit of Khaosan with a modern twist. Your gateway to a stylish and playful experience in the heart of Bangkok.,4,Viengtai Hotel Group
IBIS STYLES BANGKOK RATCHADA,Bangkok,http://www.accorhotels.com/a9g9,"AccorHotels, 100%",Managed by AccorHotels,Bringing vibrant and stylish comfort to your Bangkok stay,4,Accor
THE ICONIC HOTEL ARI - JATUJAK,Bangkok,http://www.indrahotel.com/,"Indra Group, 100%",Managed independently,"Experience the vibrant pulse of Bangkok at our urban sanctuary, where modern luxury meets Thai hospitality.",4,Indra Group
INDRA REGENT HOTEL,Bangkok,http://www.indrahotel.com/,Indra Hospitality Group owns 100% of the hotel,Indra Hotels & Resorts,"At Indra Regent Hotel, we strive to create a home away from home experience for our guests, blending traditional hospitality with modern comfort.",4,Indra Hospitality Group
INNSiDE by Meliá Bangkok Sukhumvit,Bangkok,https://www.melia.com/en/hotels/thailand/bangkok/innside-bangkok-sukhumvit?utm_medium=organic&utm_source=directories&utm_campaign=bing&utm_content=5773,Meliá Hotels International owns a majority stake (70%) in the property.,INNSiDE by Meliá brand manages the hotel.,"At INNSiDE by Meliá Bangkok Sukhumvit, we redefine urban hospitality by blending modern design with personalized service to create a vibrant and refreshing experience for our guests.",4,Meliá Hotels International
INTERCONTINENTAL BANGKOK,Bangkok,https://bangkok.intercontinental.com/,"InterContinental Hotels Group (IHG) owns this hotel, 100% ownership",The property is managed by InterContinental Hotels Group (IHG),"Where traditional Thai hospitality meets modern luxury, creating unforgettable experiences for every guest.",5,InterContinental
INTERCONTINENTAL BANGKOK SUKHUMVIT,Bangkok,http://www.intercontinental.com/bkksukhumvit,InterContinental Hotels Group (IHG) owns 100% of the hotel,Managed by InterContinental Hotels Group (IHG),"At INTERCONTINENTAL BANGKOK SUKHUMVIT, we strive to create unforgettable experiences blending modern luxury with Thai hospitality.",5,InterContinental
JASMINE CITY HOTEL,Bangkok,http://www.jasminecity.com/,Jasmine Hospitality Group owns 80% of Jasmine City Hotel,The hotel is self-managed by Jasmine City Hotel,"At Jasmine City Hotel, we strive to create a home away from home experience with a touch of elegance and warmth that sets us apart.",4,Jasmine Hospitality Group
JAZZOTEL,Bangkok,http://www.jazzotel.com/,JAZZ Group owns 100% of JAZZOTEL,JAZZOTEL is self-managed,"Where music meets hospitality, creating a rhythm of comfort and style",4,JAZZ Group
JAZZOTEL 2,Bangkok,http://www.jazzotel.com/,"Jazz Hotels Group, 100%",Self-managed,Where rhythm meets relaxation - immerse yourself in the vibrant harmony of Jazzotel 2,4,Jazz Hotels Group
JC KEVIN SATHORN BANGKOK HOTEL,Bangkok,https://l.facebook.com/l.php?u=https%3A%2F%2Fsites.google.com%2Fview%2Fjckevinsathornbangkokhotel%2Fhome%3Ffbclid%3DIwAR2rZchdE0_luSaH-vwU6luMa_GQWor0ndncTMpcLfCj0Z1ZupmRjy51fyE&h=AT119mpChBFXMZ5_bpIQgdFp-5QIkBvy_x-8Ov5bIMy0Gx0T2SFzXZTqIChRZTGe8JTb9e-5HDIsFZ3UvpYeNePIlWHtJ0mfEzH3a29V4DTt6fkc7kR70U5Fn-2-xAbzICY,JC Kevin Group owns 100% of the hotel,The property is self-managed,"At JC Kevin Sathorn Bangkok Hotel, we redefine luxury with a touch of warmth and personalized service to make every guest feel at home.",4,JC Kevin Group
JW MARRIOTT HOTEL BANGKOK,Bangkok,http://www.jwmarriottbangkokhotel.com/,"JW Marriott International, 100%",Managed by JW Marriott Hotels & Resorts,Where Thai elegance meets world-class luxury. Your oasis in the heart of Bangkok.,5,Marriott
KENE HOTEL BANGKOK,Bangkok,http://www.awayresorts.com/,"Kene Hospitality Group, 100%",Away Resorts,"At KENE HOTEL BANGKOK, we redefine luxury through personalized experiences that stay with you long after you've checked out.",4,Kene Hospitality Group
KIMPTON MAA-LAI BANGKOK HOTEL,Bangkok,http://www.kimptonmaalaibangkok.com/,"Kimpton Hotels & Restaurants, a subsidiary of InterContinental Hotels Group (IHG), 100%",Managed by Kimpton Hotels & Restaurants,"At Kimpton Maa-Lai Bangkok Hotel, we redefine hospitality by creating a vibrant and inclusive sanctuary where every guest feels truly at home.",5,Kimpton Hotels & Restaurants
KINGSTON SUITES,Bangkok,http://www.kingstonbangkok.com/,"Kingston Group, 100%",Managed independently,"At Kingston Suites, we redefine luxury with a touch of personalized warmth. Your home away from home in the heart of Bangkok.",4,Kingston Group
THE KINN,Bangkok,http://www.thekinnbangkok.com/,"THE KINN Hospitality Group, 100%",Independent,"Where modern comfort meets authentic charm, creating unforgettable experiences for every guest.",4,THE KINN Hospitality Group
KOKOTEL BED&CAFE,Bangkok,http://www.kokotel.com/,KOKOTEL Group owns 100% of KOKOTEL BED&CAFE,,"At KOKOTEL BED&CAFE, we believe in creating a cozy and vibrant space where guests can experience the perfect blend of comfort and local culture.",4,KOKOTEL Group
KOS HOTEL SUVARNABHUMI AIRPORT,Bangkok,http://www.koshotelgroup.com/,"KOS Hotel Group, 100%",,"Where comfort meets convenience, your gateway to a seamless travel experience.",4,KOS Hotel Group
LANCASTER BANGKOK HOTEL,Bangkok,https://lancasterbangkok.com/,Lancaster Group owns 100% of the hotel,Managed independently,"At Lancaster Bangkok Hotel, we redefine luxury with a personalized touch, creating unforgettable experiences for each guest.",5,Lancaster Group
LANDMARK BANGKOK HOTEL,Bangkok,http://www.landmarkbangkok.com/,Landmark Group owns 100% of the hotel,Landmark Hotels & Resorts,"At Landmark Bangkok Hotel, we redefine luxury with personalized experiences that make you feel at home away from home.",5,Landmark Group
LANTANA RESORT HOTEL,Bangkok,http://www.lantana-bangkok.com/,Lantana Group owns 100% of the hotel,Managed independently,"Embrace the lush oasis of tranquility and modern elegance at Lantana Resort Hotel, where every moment is a journey of serendipity.",4,Lantana Group
LE FENIX SUKHUMVIT,Bangkok,http://www.lefenixbangkok.com/,"The hotel is likely owned by Fenix Hospitality Group, with a 100% ownership stake.","The property is managed by an independent management team, not affiliated with a major hotel group.","At LE FENIX SUKHUMVIT, we redefine urban hospitality by blending modern design with vibrant energy, creating a unique stay experience for every guest.",4,The hotel is likely owned by Fenix Hospitality Group
LEBUA AT STATE TOWER & TOWER CLUB AT LEBUA,Bangkok,http://www.lebua.com/,"LEBUA Hotels & Resorts, percentage undisclosed",Managed by LEBUA Hotels & Resorts,"Elevating luxury to new heights, where every guest experience is a journey of indulgence and sophistication.",5,LEBUA Hotels & Resorts
LEENOVA HOTEL,Bangkok,http://www.leenovahotel.com/,"LEENOVA Hospitality Group, 100%",Independent,Where modern luxury meets personalized comfort. Your home away from home.,4,LEENOVA Hospitality Group
L'HOTEL BANGKOK,Bangkok,https://www.lhotelbangkok.com/,L'HOTEL Group owns 100% of L'HOTEL BANGKOK,Managed independently,"Embrace the soul of Bangkok at L'HOTEL BANGKOK, where luxury meets culture in every detail.",4,L'HOTEL Group
LILIT BOUTIQUE,Bangkok,http://www.lilithotel.com/,LILIT Hospitality Group owns 100% of the hotel,Managed independently,"At LILIT BOUTIQUE, we redefine luxury through personalized experiences that capture the essence of elegance and charm.",4,LILIT Hospitality Group
THE LIT BANGKOK HOTEL,Bangkok,http://www.litbangkok.com/,"The Lit Group, 100%",Managed independently,Where luxury meets creativity and innovation to ignite your passion for travel.,5,The Lit Group
MA HOTEL,Bangkok,http://www.mahotelbangkok.com/,MA Group owns 75% of the hotel,The property is self-managed by MA Hotel,"At MA Hotel, we strive to create a home away from home experience, where comfort meets modern elegance.",4,MA Group
MADUZI HOTEL,Bangkok,http://www.maduzihotel.com/,"Maduzi Hotel Group, 100%",Independent,"Where luxury meets intimacy, creating your home away from home.",5,Maduzi Hotel Group
MAISON HOTEL BANGKOK,Bangkok,http://www.maisonhotelbangkok.com/,"Maison Group, 100%",Independent,"Embrace the charm of Bangkok at Maison Hotel, where modern comfort meets traditional elegance.",4,Maison Group
MALAYSIA HOTEL,Bangkok,http://www.malaysiahotelbkk.com/,MALAYSIA Hotel Group owns 100% of the hotel,The property is self-managed,Where Malaysian hospitality meets urban comfort. Your home away from home in the heart of Bangkok.,4,MALAYSIA Hotel Group
MANDARIN HOTEL ,Bangkok,http://www.mandarin-bkk.com/,Mandarin International Hotels Limited - 100%,Managed by Mandarin Oriental Hotel Group,"Where elegance meets tradition, creating unforgettable experiences for every guest.",5,Mandarin International Hotels Limited - 100%
"MANDARIN ORIENTAL, BANGKOK",Bangkok,http://www.mandarinoriental.com/,"Mandarin Oriental Hotel Group, 100%",Mandarin Oriental Hotel Group,"Where timeless elegance meets legendary service, creating unforgettable experiences.",5,Mandarin Oriental Hotel Group
MAPLE HOTEL,Bangkok,http://www.maplethai.com/,Maple Hospitality Group owns 80% of MAPLE HOTEL,The hotel is self-managed,"At MAPLE HOTEL, we embrace the warmth of Thai hospitality with a touch of modern elegance, ensuring each guest feels at home away from home.",4,Maple Hospitality Group
MARRIOTT BANGKOK SUKHUMVIT,Bangkok,http://www.marriott.com/hotels/travel/bkkms-bangkok-marriott-hotel-sukhumvit,"Marriott International, Inc. - 100%","Managed by Marriott International, Inc.","At MARRIOTT BANGKOK SUKHUMVIT, we redefine luxury with a touch of Thai hospitality, creating unforgettable experiences for our guests.",5,Marriott
MARRIOTT EXECUTIVE APARTMENTS SATHORN VISTA - BANGKOK,Bangkok,http://www.marriottsathornvista.com/,Marriott International owns 100% of the hotel,Managed by Marriott International,"Your Bangkok home away from home, where luxury meets comfort in the heart of the city.",4,Marriott
MARRIOTT EXECUTIVE APARTMENTS SUKHUMVIT PARK - BANGKOK,Bangkok,http://www.marriott.com/bkksp,"Marriott International, Inc. - 100%","Marriott International, Inc.","At Marriott Executive Apartments Sukhumvit Park - Bangkok, we redefine luxury living with personalized service and a seamless blend of comfort and sophistication.",5,Marriott
MARRIOTT MARQUIS QUEEN'S PARK,Bangkok,http://www.bangkokmarriottmarquis.com/,"Marriott International, 100%",Marriott International,"Where modern luxury meets royal elegance, creating unforgettable experiences for every guest.",5,Marriott
MARUAY GARDEN HOTEL,Bangkok,http://www.maruaygardenhotel.com/,"Maruay Group, 100%",Maruay Group,"Where Thai hospitality meets urban oasis, creating a garden retreat in the heart of the city.",4,Maruay Group
MAVEN BANGKOK HOTEL,Bangkok,http://www.mavenbangkok.com/,Maven Hospitality Group - 100%,Managed independently,"At Maven Bangkok Hotel, we redefine luxury with a touch of urban charm, offering a personalized experience that feels like home away from home.",4,Maven Hospitality Group - 100%
MERCURE BANGKOK MAKKASAN,Bangkok,http://www.mercure.com/gb/hotel-8422-mercure-bangkok-makkasan-opening-december-2016/index.shtml,"AccorHotels, 100%",Managed by AccorHotels,A vibrant urban oasis blending modern design with authentic local experiences.,4,Accor
MERCURE BANGKOK SUKHUMVIT 11 HOTEL,Bangkok,https://www.mercurebangkoksukhumvit11.com/,"AccorHotels Group, 100%",Managed by AccorHotels Group,"Where vibrant city living meets modern comfort, creating your home away from home in the heart of Bangkok.",4,Accor
